customer_id,product_id,order_id,seller_id,seller_name,quantity,price_at_purchase,total_price,purchased_at,delivery_date,review_id
5952895,162019297,,64561,Thiên Long Official Store,1,,,2022-03-08 03:43:01+00:00,2022-03-11 15:10:03+00:00,15768077
26534517,162019297,,64561,Thiên Long Official Store,2,,,2024-05-03 23:50:41+00:00,2024-05-07 21:20:48+00:00,19866551
17967373,162019297,,64561,Thiên Long Official Store,2,,,2022-10-01 08:17:21+00:00,2022-10-05 15:59:56+00:00,17916589
22389499,162019297,,64561,Thiên Long Official Store,2,,,2023-06-15 02:21:57+00:00,2023-06-17 11:30:49+00:00,19302434
832892,162019297,,64561,Thiên Long Official Store,1,,,2022-01-12 04:40:35+00:00,2022-01-14 10:08:32+00:00,14447644
10886364,162019297,,53660,Nhà sách Fahasa,2,,,2022-10-12 08:03:39+00:00,2022-10-17 16:25:49+00:00,19050536
10886364,162019297,,53660,Nhà sách Fahasa,1,,,2022-10-12 08:03:39+00:00,2022-10-17 16:25:49+00:00,19050535
11799145,162019297,,64561,Thiên Long Official Store,4,,,2022-05-24 05:07:14+00:00,2022-05-26 09:47:04+00:00,16636732
28195925,162019297,,64561,Thiên Long Official Store,3,,,2022-10-07 06:44:24+00:00,2022-10-10 11:20:31+00:00,18292819
13793848,162019297,,64561,Thiên Long Official Store,2,,,2022-04-29 02:28:35+00:00,2022-05-01 08:54:45+00:00,16170357
111760,162019297,,64561,Thiên Long Official Store,2,,,2022-07-05 08:35:54+00:00,2022-07-07 10:52:03+00:00,18454945
18154710,162019297,,64561,Thiên Long Official Store,1,,,2022-03-02 14:32:58+00:00,2022-03-07 12:09:55+00:00,15515979
5789418,162019297,,64561,Thiên Long Official Store,4,,,2022-04-21 03:59:58+00:00,2022-04-23 08:05:54+00:00,16050931
18014497,162019297,,64561,Thiên Long Official Store,1,,,2022-03-28 07:45:40+00:00,2022-04-01 11:54:49+00:00,15714759
12268338,162019297,,64561,Thiên Long Official Store,1,,,2022-07-13 10:47:34+00:00,2022-07-15 15:29:43+00:00,17079172
8024890,162019297,,64561,Thiên Long Official Store,4,,,2022-07-13 00:36:39+00:00,2022-07-14 09:44:48+00:00,17064535
5850647,162019297,,64561,Thiên Long Official Store,1,,,2022-05-07 15:50:07+00:00,2022-05-10 11:37:00+00:00,16271301
1107380,162019297,,64561,Thiên Long Official Store,2,,,2022-06-03 04:25:21+00:00,2022-06-05 11:28:23+00:00,16797315
20319023,162019297,,64561,Thiên Long Official Store,4,,,2022-04-25 14:04:56+00:00,2022-04-28 14:24:23+00:00,16128380
783832,162019297,,64561,Thiên Long Official Store,4,,,2022-04-29 04:53:36+00:00,2022-05-04 10:25:02+00:00,16191867
18014497,162019297,,53660,Nhà sách Fahasa,3,,,2022-03-28 13:25:42+00:00,2022-03-31 14:25:54+00:00,15701408
13391551,162019297,,64561,Thiên Long Official Store,1,,,2022-03-25 01:15:23+00:00,2022-03-26 11:46:23+00:00,15817410
11547981,162019297,,64561,Thiên Long Official Store,1,,,2022-02-24 05:30:03+00:00,2022-02-26 09:30:19+00:00,15719774
12147197,162019297,,64561,Thiên Long Official Store,4,,,2021-09-16 14:32:52+00:00,2021-10-04 11:43:19+00:00,12431977
15748078,162019297,,53660,Nhà sách Fahasa,1,,,2022-03-03 09:16:49+00:00,2022-03-04 15:25:42+00:00,15594657
11007667,162019297,,64561,Thiên Long Official Store,3,,,2022-03-09 13:15:34+00:00,2022-03-11 09:53:59+00:00,15472873
5942556,162019297,,64561,Thiên Long Official Store,2,,,2022-02-24 03:33:10+00:00,2022-02-28 08:29:20+00:00,15181975
13157560,162019297,,64561,Thiên Long Official Store,3,,,2022-02-12 16:12:17+00:00,2022-02-15 10:48:33+00:00,14979057
10028286,162019297,,64561,Thiên Long Official Store,3,,,2022-02-09 22:52:24+00:00,2022-02-12 14:32:20+00:00,14958568
10028286,162019297,,53660,Nhà sách Fahasa,1,,,2022-02-08 03:09:28+00:00,2022-02-09 10:25:53+00:00,14874080
1152758,162019297,,813,Châu An Phát Shop,1,,,2022-01-13 17:56:02+00:00,2022-01-14 08:02:01+00:00,14860585
6095173,162019297,,813,Châu An Phát Shop,1,,,2021-12-25 09:38:07+00:00,2021-12-25 18:24:19+00:00,14195371
2086163,162019297,,53660,Nhà sách Fahasa,1,,,2021-12-11 06:51:21+00:00,2021-12-13 11:10:51+00:00,14136301
143970,162019297,,64561,Thiên Long Official Store,3,,,2021-12-20 00:39:09+00:00,2021-12-23 09:46:20+00:00,14018888
667722,162019297,,53660,Nhà sách Fahasa,2,,,2021-12-12 04:16:35+00:00,2021-12-15 10:39:07+00:00,13903058
7065961,162019297,,64561,Thiên Long Official Store,2,,,2021-10-12 18:03:51+00:00,2021-10-26 08:46:17+00:00,12949696
7475892,162019297,,64561,Thiên Long Official Store,3,,,2021-09-22 08:48:50+00:00,2021-10-21 09:42:01+00:00,12905772
1547272,162019297,,64561,Thiên Long Official Store,2,,,2021-09-25 11:25:21+00:00,2021-10-16 10:37:29+00:00,12778587
8088983,162019297,,813,Châu An Phát Shop,3,,,2021-08-02 08:04:24+00:00,2021-08-03 10:32:47+00:00,12738671
1488078,162019297,,64561,Thiên Long Official Store,4,,,2020-05-31 07:18:14+00:00,2020-06-03 12:05:00+00:00,3706315
