id,name,price,short_description,description,rating_average,review_count,image_base_url,image_large_url,image_medium_url,image_small_url,image_thumbnail_url,stock,quantity_sold
270371301,Artbook - Sách Tiếng Anh - The Shared Table: Vegetarian and vegan feasts to cook for your crowd,650000,"Tám chương của cuốn sách được ghi lại tại các chung cư chia sẻ khác nhau trong những khu vực nội ô rực rỡ ánh nắng ở Brisbane, Úc. Mỗi chương có một chủ đề riêng biệt, do kỹ năng nấu ăn của những ngườ...","Tám chương của cuốn sách được ghi lại tại các chung cư chia sẻ khác nhau trong những khu vực nội ô rực rỡ ánh nắng ở Brisbane, Úc. Mỗi chương có một chủ đề riêng biệt, do kỹ năng nấu ăn của những người sống trong nhà được giới thiệu quyết định: thực đơn sáng; bữa brunch sau đêm uống rượu; bữa trưa dài dòng thư giãn; ăn bằng tay; bữa tiệc được lấy cảm hứng từ ẩm thực Mexico; tiệc tối Địa Trung Hải; đêm ăn mỳ; và thực đơn đồ ăn bổ dưỡng. Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....",0,0,"https://salt.tikicdn.com/ts/product/c8/cb/59/ec4f035ad63865cd114dbefb5539fa50.jpg, https://salt.tikicdn.com/ts/product/73/4b/09/dab35579cc40165190a66826c5a85735.jpg, https://salt.tikicdn.com/ts/product/ac/7d/14/6b3858ed06704d80d3ede7290acdad91.jpg, https://salt.tikicdn.com/ts/product/dd/06/88/a48ec37fa71fba5bb4ce3a985f95e16f.jpg, https://salt.tikicdn.com/ts/product/de/06/2c/893db62efbb5f5064b12fe4a7ceed61d.jpg, https://salt.tikicdn.com/ts/product/99/9d/83/f27762650635df6b165dc5b08fa38f35.jpg, https://salt.tikicdn.com/ts/product/a5/95/cc/b7db008aedc3217d7a236f065cb26c04.jpg, https://salt.tikicdn.com/ts/product/d9/77/a4/0a5530090dfb11939bab5bb032065a7a.jpg, https://salt.tikicdn.com/ts/product/2a/bb/90/4667de84533e7edc4fd1f7d233a31eb3.jpg","https://salt.tikicdn.com/cache/w1200/ts/product/c8/cb/59/ec4f035ad63865cd114dbefb5539fa50.jpg, https://salt.tikicdn.com/cache/w1200/ts/product/73/4b/09/dab35579cc40165190a66826c5a85735.jpg, https://salt.tikicdn.com/cache/w1200/ts/product/ac/7d/14/6b3858ed06704d80d3ede7290acdad91.jpg, https://salt.tikicdn.com/cache/w1200/ts/product/dd/06/88/a48ec37fa71fba5bb4ce3a985f95e16f.jpg, https://salt.tikicdn.com/cache/w1200/ts/product/de/06/2c/893db62efbb5f5064b12fe4a7ceed61d.jpg, https://salt.tikicdn.com/cache/w1200/ts/product/99/9d/83/f27762650635df6b165dc5b08fa38f35.jpg, https://salt.tikicdn.com/cache/w1200/ts/product/a5/95/cc/b7db008aedc3217d7a236f065cb26c04.jpg, https://salt.tikicdn.com/cache/w1200/ts/product/d9/77/a4/0a5530090dfb11939bab5bb032065a7a.jpg, https://salt.tikicdn.com/cache/w1200/ts/product/2a/bb/90/4667de84533e7edc4fd1f7d233a31eb3.jpg","https://salt.tikicdn.com/cache/w300/ts/product/c8/cb/59/ec4f035ad63865cd114dbefb5539fa50.jpg, https://salt.tikicdn.com/cache/w300/ts/product/73/4b/09/dab35579cc40165190a66826c5a85735.jpg, https://salt.tikicdn.com/cache/w300/ts/product/ac/7d/14/6b3858ed06704d80d3ede7290acdad91.jpg, https://salt.tikicdn.com/cache/w300/ts/product/dd/06/88/a48ec37fa71fba5bb4ce3a985f95e16f.jpg, https://salt.tikicdn.com/cache/w300/ts/product/de/06/2c/893db62efbb5f5064b12fe4a7ceed61d.jpg, https://salt.tikicdn.com/cache/w300/ts/product/99/9d/83/f27762650635df6b165dc5b08fa38f35.jpg, https://salt.tikicdn.com/cache/w300/ts/product/a5/95/cc/b7db008aedc3217d7a236f065cb26c04.jpg, https://salt.tikicdn.com/cache/w300/ts/product/d9/77/a4/0a5530090dfb11939bab5bb032065a7a.jpg, https://salt.tikicdn.com/cache/w300/ts/product/2a/bb/90/4667de84533e7edc4fd1f7d233a31eb3.jpg","https://salt.tikicdn.com/cache/200x280/ts/product/c8/cb/59/ec4f035ad63865cd114dbefb5539fa50.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/73/4b/09/dab35579cc40165190a66826c5a85735.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/ac/7d/14/6b3858ed06704d80d3ede7290acdad91.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/dd/06/88/a48ec37fa71fba5bb4ce3a985f95e16f.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/de/06/2c/893db62efbb5f5064b12fe4a7ceed61d.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/99/9d/83/f27762650635df6b165dc5b08fa38f35.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/a5/95/cc/b7db008aedc3217d7a236f065cb26c04.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/d9/77/a4/0a5530090dfb11939bab5bb032065a7a.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/2a/bb/90/4667de84533e7edc4fd1f7d233a31eb3.jpg","https://salt.tikicdn.com/cache/200x280/ts/product/c8/cb/59/ec4f035ad63865cd114dbefb5539fa50.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/73/4b/09/dab35579cc40165190a66826c5a85735.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/ac/7d/14/6b3858ed06704d80d3ede7290acdad91.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/dd/06/88/a48ec37fa71fba5bb4ce3a985f95e16f.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/de/06/2c/893db62efbb5f5064b12fe4a7ceed61d.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/99/9d/83/f27762650635df6b165dc5b08fa38f35.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/a5/95/cc/b7db008aedc3217d7a236f065cb26c04.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/d9/77/a4/0a5530090dfb11939bab5bb032065a7a.jpg, https://salt.tikicdn.com/cache/200x280/ts/product/2a/bb/90/4667de84533e7edc4fd1f7d233a31eb3.jpg",1000,0
