customer_id,product_id,order_id,seller_id,seller_name,quantity,price_at_purchase,total_price,purchased_at,delivery_date,review_id
12148578,185990779,,78690,Yapishi Leather,1,,,2024-10-04 14:11:16+00:00,2024-10-07 14:46:44+00:00,20105531
22267566,185990779,,230436,MG Stationery,2,,,2023-04-15 12:50:30+00:00,2023-04-19 15:55:28+00:00,19181499
11543777,185990779,,230436,MG Stationery,3,,,2023-03-07 09:51:15+00:00,2023-03-09 17:36:47+00:00,18950655
11543777,185990779,,230436,MG Stationery,3,,,2023-03-05 16:42:22+00:00,2023-03-07 14:33:28+00:00,18934723
17519845,185990779,,230436,MG Stationery,1,,,2022-10-17 16:50:26+00:00,2022-10-20 10:06:07+00:00,18006474
17519845,185990779,,230436,MG Stationery,3,,,2022-10-17 16:50:26+00:00,2022-10-20 10:06:07+00:00,18006470
17519845,185990779,,230436,MG Stationery,2,,,2022-10-17 16:50:26+00:00,2022-10-20 10:06:07+00:00,18006472
15244724,185990779,,230436,MG Stationery,2,,,2022-07-15 01:25:34+00:00,2022-07-20 10:45:47+00:00,17134132
1173049,185990779,,230436,MG Stationery,4,,,2022-08-06 06:31:51+00:00,2022-08-09 11:57:27+00:00,17649190
15244724,185990779,,230436,MG Stationery,4,,,2022-07-15 01:25:34+00:00,2022-07-20 10:45:47+00:00,17136491
8297422,108922910,,64561,Thiên Long Official Store,3,,,2025-01-14 00:33:50+00:00,2025-01-18 14:53:12+00:00,20095957
19519499,108922910,,64561,Thiên Long Official Store,3,,,2023-12-26 06:33:08+00:00,2023-12-29 11:39:36+00:00,19701452
11975958,108922910,,64561,Thiên Long Official Store,4,,,2023-10-29 06:02:44+00:00,2023-10-31 09:32:55+00:00,19623002
26705214,108922910,,64561,Thiên Long Official Store,2,,,2024-01-10 01:14:00+00:00,2024-01-14 14:13:38+00:00,19734155
14200753,108922910,,64561,Thiên Long Official Store,1,,,2023-11-27 02:17:26+00:00,2023-11-30 10:57:07+00:00,19784824
7538983,108922910,,64561,Thiên Long Official Store,1,,,2022-06-03 02:05:46+00:00,2022-06-07 10:31:55+00:00,16655295
22493134,108922910,,64561,Thiên Long Official Store,4,,,2022-08-20 01:08:21+00:00,2022-08-24 10:29:42+00:00,17543290
20365567,108922910,,64561,Thiên Long Official Store,3,,,2021-09-13 08:26:21+00:00,2021-10-03 09:59:06+00:00,12415074
6359175,108922910,,64561,Thiên Long Official Store,1,,,2023-10-24 05:31:25+00:00,2023-10-25 15:01:26+00:00,19611782
15500393,108922910,,64561,Thiên Long Official Store,2,,,2022-08-11 03:04:15+00:00,2022-08-13 11:23:36+00:00,17399107
16481525,108922910,,64561,Thiên Long Official Store,4,,,2022-02-22 14:39:12+00:00,2022-02-25 14:42:26+00:00,15141206
17229069,108922910,,64561,Thiên Long Official Store,4,,,2023-05-03 13:29:54+00:00,2023-05-06 15:07:04+00:00,19170970
24662816,108922910,,64561,Thiên Long Official Store,3,,,2022-01-07 03:55:35+00:00,2022-01-09 09:55:47+00:00,14339142
11904914,108922910,,64561,Thiên Long Official Store,2,,,2022-08-26 23:28:39+00:00,2022-09-01 17:16:09+00:00,17646320
22479179,108922910,,64561,Thiên Long Official Store,4,,,2022-08-24 13:45:57+00:00,2022-08-26 11:32:48+00:00,18163092
22283187,108922910,,64561,Thiên Long Official Store,4,,,2022-10-26 17:56:31+00:00,2022-10-28 11:34:56+00:00,18076358
21237044,108922910,,64561,Thiên Long Official Store,3,,,2022-10-04 13:50:50+00:00,2022-10-07 17:40:26+00:00,17913160
13489450,108922910,,64561,Thiên Long Official Store,3,,,2022-02-22 03:46:43+00:00,2022-02-23 11:02:21+00:00,16134815
603194,108922910,,64561,Thiên Long Official Store,4,,,2022-09-06 14:26:31+00:00,2022-09-08 18:27:24+00:00,17656504
1500164,108922910,,64561,Thiên Long Official Store,2,,,2022-08-06 05:10:29+00:00,2022-08-09 09:40:37+00:00,17455446
117459,108922910,,64561,Thiên Long Official Store,2,,,2022-05-24 12:57:05+00:00,2022-05-26 10:53:31+00:00,17197368
17232563,108922910,,64561,Thiên Long Official Store,4,,,2022-01-03 14:42:49+00:00,2022-01-06 11:05:59+00:00,14804272
1486448,108922910,,64561,Thiên Long Official Store,3,,,2022-02-05 14:29:52+00:00,2022-02-11 15:35:05+00:00,14948085
14816529,108922910,,64561,Thiên Long Official Store,3,,,2022-02-23 03:27:34+00:00,2022-02-25 14:07:48+00:00,15945148
814780,108922910,,64561,Thiên Long Official Store,4,,,2022-02-24 02:00:55+00:00,2022-02-28 10:34:31+00:00,16249326
10957637,108922910,,64561,Thiên Long Official Store,3,,,2022-04-05 10:21:55+00:00,2022-04-07 13:20:06+00:00,15938276
14380293,108922910,,64561,Thiên Long Official Store,1,,,2022-04-19 07:18:27+00:00,2022-04-21 09:19:48+00:00,16106199
10479607,108922910,,64561,Thiên Long Official Store,3,,,2022-01-17 02:27:14+00:00,2022-01-20 10:06:18+00:00,15168171
22849425,108922910,,64561,Thiên Long Official Store,1,,,2021-09-12 12:59:32+00:00,2021-10-04 18:12:44+00:00,13327577
10489478,108922910,,64561,Thiên Long Official Store,4,,,2021-11-24 09:29:50+00:00,2021-11-27 14:05:05+00:00,14172012
8297422,108917539,,53660,Nhà sách Fahasa,2,,,2025-01-18 05:31:02+00:00,2025-01-25 13:38:12+00:00,20095954
392233,108917539,,64561,Thiên Long Official Store,4,,,2021-11-21 06:03:03+00:00,2021-11-25 17:55:28+00:00,13429316
26617745,108917539,,64561,Thiên Long Official Store,1,,,2022-12-21 04:46:46+00:00,2022-12-24 11:41:30+00:00,18492572
25336879,108917539,,53660,Nhà sách Fahasa,4,,,2022-06-20 09:00:17+00:00,2022-06-25 17:11:00+00:00,17213148
12157637,108917539,,64561,Thiên Long Official Store,3,,,2022-03-10 08:54:34+00:00,2022-03-19 10:34:30+00:00,15499607
5911177,108917539,,64561,Thiên Long Official Store,4,,,2022-04-04 08:14:11+00:00,2022-04-06 11:23:59+00:00,16213327
9036443,108917539,,53660,Nhà sách Fahasa,1,,,2022-09-21 15:01:50+00:00,2022-09-24 10:25:58+00:00,17850954
767960,108917539,,64561,Thiên Long Official Store,2,,,2022-04-24 13:46:13+00:00,2022-04-29 14:44:23+00:00,16154962
